iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AUS,Oceania,Australia,2021-07-22,32582.0,156.0,136.571,916.0,1.0,0.571,1263.445,6.049,5.296,35.52,0.039,0.022,1.41,35.0,1.357,170.0,6.592,,,,,174432.0,23484726.0,910.677,6.764,156533.0,6.07,0.0009,1146.2,tests performed,10826896.0,7643470.0,3183426.0,,188180.0,149479.0,41.98,29.64,12.34,,5796.0,76125.0,0.295,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-07-23,32753.0,171.0,140.286,916.0,0.0,0.429,1270.076,6.631,5.44,35.52,0.0,0.017,1.39,41.0,1.59,173.0,6.708,,,,,179490.0,23664216.0,917.637,6.96,162035.0,6.283,0.0009,1155.0,tests performed,11011255.0,7739291.0,3271964.0,,184359.0,152565.0,42.7,30.01,12.69,,5916.0,78500.0,0.304,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-07-24,32918.0,165.0,145.571,918.0,2.0,0.571,1276.474,6.398,5.645,35.598,0.078,0.022,1.38,46.0,1.784,173.0,6.708,,,,,175466.0,23839682.0,924.441,6.804,164432.0,6.376,0.0009,1129.6,tests performed,11130234.0,7803021.0,3327213.0,,118979.0,154915.0,43.16,30.26,12.9,,6007.0,79866.0,0.31,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-07-25,33082.0,164.0,152.286,918.0,0.0,0.571,1282.834,6.359,5.905,35.598,0.0,0.022,1.37,47.0,1.823,191.0,7.406,,,,,173825.0,24013507.0,931.181,6.74,168511.0,6.534,0.0009,1106.5,tests performed,11199809.0,7840804.0,3359005.0,,69575.0,156664.0,43.43,30.4,13.03,,6075.0,80843.0,0.313,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,-11917.6,-4.5,-2.54,-462.133539515353
AUS,Oceania,Australia,2021-07-26,33266.0,184.0,163.714,922.0,4.0,1.0,1289.969,7.135,6.348,35.753,0.155,0.039,1.38,50.0,1.939,207.0,8.027,,,,,164158.0,24177665.0,937.547,6.366,169275.0,6.564,0.001,1034.0,tests performed,11379476.0,7934454.0,3445022.0,,179667.0,158447.0,44.13,30.77,13.36,,6144.0,81559.0,0.316,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-07-27,33473.0,207.0,172.429,921.0,-1.0,0.857,1297.996,8.027,6.686,35.714,-0.039,0.033,1.38,59.0,2.288,221.0,8.57,,,,,146735.0,24324400.0,943.237,5.69,170612.0,6.616,0.001,989.5,tests performed,11570868.0,8025806.0,3545062.0,,191392.0,161013.0,44.87,31.12,13.75,,6244.0,82389.0,0.319,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-07-28,33726.0,253.0,185.714,923.0,2.0,1.143,1307.807,9.811,7.202,35.792,0.078,0.044,1.37,58.0,2.249,224.0,8.686,,,,,168966.0,24493366.0,949.789,6.552,169010.0,6.554,0.0011,910.1,tests performed,11794088.0,8137548.0,3656540.0,,223220.0,165053.0,45.73,31.56,14.18,,6400.0,84138.0,0.326,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-07-29,33909.0,183.0,189.571,923.0,0.0,1.0,1314.903,7.096,7.351,35.792,0.0,0.039,1.35,62.0,2.404,234.0,9.074,,,,,204244.0,24697610.0,957.709,7.92,173269.0,6.719,0.0011,914.0,tests performed,11999027.0,8237020.0,3762007.0,,204939.0,167447.0,46.53,31.94,14.59,,6493.0,84793.0,0.329,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-07-30,34130.0,221.0,196.714,924.0,1.0,1.143,1323.473,8.57,7.628,35.83,0.039,0.044,1.34,57.0,2.21,250.0,9.694,,,,,176053.0,24873663.0,964.536,6.827,172778.0,6.7,0.0011,878.3,tests performed,12209797.0,8344012.0,3865785.0,,210770.0,171220.0,47.35,32.36,14.99,,6639.0,86389.0,0.335,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-07-31,34383.0,253.0,209.286,924.0,0.0,0.857,1333.283,9.811,8.116,35.83,0.0,0.033,1.34,59.0,2.288,276.0,10.703,,,,,167903.0,25041566.0,971.047,6.511,171698.0,6.658,0.0012,820.4,tests performed,12334071.0,8407015.0,3927056.0,,124274.0,171977.0,47.83,32.6,15.23,,6669.0,86285.0,0.335,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-01,34612.0,229.0,218.571,925.0,1.0,1.0,1342.163,8.88,8.476,35.869,0.039,0.039,1.33,59.0,2.288,290.0,11.245,,,,,141919.0,25183485.0,976.55,5.503,167140.0,6.481,0.0013,764.7,tests performed,12410127.0,8445404.0,3964723.0,,76056.0,172903.0,48.12,32.75,15.37,,6705.0,86371.0,0.335,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,-12006.4,-4.47,-2.4,-465.576972615051
AUS,Oceania,Australia,2021-08-02,34836.0,224.0,224.286,925.0,0.0,0.429,1350.849,8.686,8.697,35.869,0.0,0.017,1.33,58.0,2.249,318.0,12.331,,,,,183370.0,25366855.0,983.661,7.111,169884.0,6.588,0.0013,757.4,tests performed,12599440.0,8537516.0,4061924.0,,189313.0,174281.0,48.86,33.11,15.75,,6758.0,86152.0,0.334,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-03,35089.0,253.0,230.857,927.0,2.0,0.857,1360.66,9.811,8.952,35.947,0.078,0.033,1.33,57.0,2.21,366.0,14.193,,,,,180613.0,25547468.0,990.664,7.004,174724.0,6.775,0.0013,756.8,tests performed,12818532.0,8644506.0,4174026.0,,219092.0,178238.0,49.71,33.52,16.19,,6912.0,88386.0,0.343,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-04,35391.0,302.0,237.857,932.0,5.0,1.286,1372.371,11.711,9.223,36.141,0.194,0.05,1.34,56.0,2.172,374.0,14.503,,,,,205159.0,25752627.0,998.62,7.956,179894.0,6.976,0.0013,756.3,tests performed,13041229.0,8751409.0,4289820.0,,222697.0,178163.0,50.57,33.94,16.63,,6909.0,87694.0,0.34,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-05,35698.0,307.0,255.571,933.0,1.0,1.429,1384.276,11.905,9.91,36.179,0.039,0.055,1.35,55.0,2.133,392.0,15.201,,,,,202641.0,25955268.0,1006.478,7.858,179665.0,6.967,0.0014,703.0,tests performed,13281135.0,8872330.0,4408805.0,,239906.0,183158.0,51.5,34.4,17.1,,7102.0,90759.0,0.352,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-06,36051.0,353.0,274.429,939.0,6.0,2.143,1397.964,13.688,10.642,36.412,0.233,0.083,1.34,61.0,2.365,433.0,16.791,,,,,207740.0,26163008.0,1014.533,8.056,184192.0,7.142,0.0015,671.2,tests performed,13517126.0,8990538.0,4526588.0,,235991.0,186761.0,52.42,34.86,17.55,,7242.0,92361.0,0.358,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-07,36328.0,277.0,277.857,938.0,-1.0,2.0,1408.705,10.741,10.775,36.373,-0.039,0.078,1.34,62.0,2.404,433.0,16.791,,,,,203206.0,26366214.0,1022.413,7.88,189235.0,7.338,0.0015,681.1,tests performed,13673060.0,9061739.0,4611321.0,,155934.0,191284.0,53.02,35.14,17.88,,7417.0,93532.0,0.363,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-08,36630.0,302.0,288.286,939.0,1.0,2.0,1420.416,11.711,11.179,36.412,0.039,0.078,1.34,70.0,2.714,428.0,16.597,,,,,168811.0,26535025.0,1028.959,6.546,193077.0,7.487,0.0015,669.7,tests performed,13760468.0,9108510.0,4651958.0,,87408.0,192906.0,53.36,35.32,18.04,,7480.0,94729.0,0.367,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,-12235.7,-4.5,-6.3,-474.468630382628
AUS,Oceania,Australia,2021-08-09,37010.0,380.0,310.571,943.0,4.0,2.571,1435.152,14.735,12.043,36.567,0.155,0.1,1.36,62.0,2.404,433.0,16.791,,,,,216451.0,26751476.0,1037.353,8.393,197803.0,7.67,0.0016,636.9,tests performed,13978253.0,9217113.0,4761140.0,,217785.0,196973.0,54.2,35.74,18.46,,7638.0,97085.0,0.376,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-10,37377.0,367.0,326.857,945.0,2.0,2.571,1449.383,14.231,12.675,36.645,0.078,0.1,1.37,64.0,2.482,441.0,17.101,,,,,160681.0,26912157.0,1043.583,6.231,194956.0,7.56,0.0017,596.5,tests performed,14244517.0,9352280.0,4892237.0,,266264.0,203712.0,55.24,36.27,18.97,,7899.0,101111.0,0.392,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-11,37749.0,372.0,336.857,947.0,2.0,2.143,1463.808,14.425,13.062,36.722,0.078,0.083,1.37,65.0,2.521,428.0,16.597,,,,,205968.0,27118125.0,1051.57,7.987,195071.0,7.564,0.0017,579.1,tests performed,14507481.0,9484184.0,5023297.0,,262964.0,209465.0,56.26,36.78,19.48,,8123.0,104682.0,0.406,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-12,38165.0,416.0,352.429,949.0,2.0,2.286,1479.939,16.131,13.666,36.8,0.078,0.089,1.39,67.0,2.598,442.0,17.14,,,,,243144.0,27361269.0,1060.999,9.428,200857.0,7.789,0.0018,569.9,tests performed,14777274.0,9618874.0,5158400.0,,269793.0,213734.0,57.3,37.3,20.0,,8288.0,106649.0,0.414,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-13,38658.0,493.0,372.429,953.0,4.0,2.0,1499.057,19.117,14.442,36.955,0.155,0.078,1.41,68.0,2.637,427.0,16.558,,,,,217811.0,27579080.0,1069.445,8.446,202296.0,7.845,0.0018,543.2,tests performed,15056296.0,9760508.0,5295788.0,,279022.0,219881.0,58.38,37.85,20.54,,8526.0,109996.0,0.427,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-14,39097.0,439.0,395.571,958.0,5.0,2.857,1516.08,17.023,15.339,37.149,0.194,0.111,1.42,66.0,2.559,424.0,16.442,,,,,197108.0,27776188.0,1077.088,7.643,201425.0,7.811,0.002,509.2,tests performed,15220857.0,9847969.0,5372888.0,,164561.0,221114.0,59.02,38.19,20.83,,8574.0,112319.0,0.436,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-15,39615.0,518.0,426.429,966.0,8.0,3.857,1536.167,20.087,16.536,37.459,0.31,0.15,1.44,69.0,2.676,436.0,16.907,,,,,183732.0,27959920.0,1084.213,7.125,203556.0,7.893,0.0021,477.4,tests performed,15315158.0,9905472.0,5409686.0,,94301.0,222099.0,59.39,38.41,20.98,,8612.0,113852.0,0.441,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,-12518.1,-4.54,-7.72,-485.419368078065
AUS,Oceania,Australia,2021-08-16,40097.0,482.0,441.0,967.0,1.0,3.429,1554.857,18.691,17.101,37.498,0.039,0.133,1.47,73.0,2.831,492.0,19.078,,,,,217648.0,28177568.0,1092.653,8.44,203727.0,7.9,0.0022,462.0,tests performed,15593985.0,10051748.0,5542237.0,,278827.0,230819.0,60.47,38.98,21.49,,8951.0,119234.0,0.462,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-17,40774.0,677.0,485.286,970.0,3.0,3.571,1581.11,26.252,18.818,37.614,0.116,0.138,1.5,80.0,3.102,503.0,19.505,,,,,212991.0,28390559.0,1100.912,8.259,211200.0,8.19,0.0023,435.2,tests performed,15867284.0,10195842.0,5671442.0,,273299.0,231824.0,61.53,39.54,21.99,,8990.0,120509.0,0.467,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-18,41521.0,747.0,538.857,972.0,2.0,3.571,1610.076,28.967,20.895,37.692,0.078,0.138,1.51,86.0,3.335,513.0,19.893,,,,,180161.0,28570720.0,1107.898,6.986,207514.0,8.047,0.0026,385.1,tests performed,16175628.0,10359796.0,5815832.0,,308344.0,238307.0,62.72,40.17,22.55,,9241.0,125087.0,0.485,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-19,42228.0,707.0,580.429,976.0,4.0,3.857,1637.492,27.416,22.508,37.847,0.155,0.15,1.51,87.0,3.374,506.0,19.621,,,,,206177.0,28776897.0,1115.893,7.995,202233.0,7.842,0.0029,348.4,tests performed,16478313.0,10519590.0,5958723.0,,302685.0,243006.0,63.9,40.79,23.11,,9423.0,128674.0,0.499,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-20,43119.0,891.0,637.286,978.0,2.0,3.571,1672.043,34.551,24.712,37.924,0.078,0.138,1.51,93.0,3.606,554.0,21.483,,,,,212663.0,28989560.0,1124.14,8.247,201497.0,7.814,0.0032,316.2,tests performed,16788159.0,10684738.0,6103421.0,,309846.0,247409.0,65.1,41.43,23.67,,9594.0,132033.0,0.512,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-21,44026.0,907.0,704.143,981.0,3.0,3.286,1707.214,35.171,27.305,38.041,0.116,0.127,1.5,106.0,4.11,605.0,23.46,,,,,199284.0,29188844.0,1131.867,7.728,201808.0,7.826,0.0035,286.6,tests performed,16983749.0,10793183.0,6190566.0,,195590.0,251842.0,65.86,41.85,24.01,,9766.0,135031.0,0.524,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-22,44920.0,894.0,757.857,984.0,3.0,2.571,1741.881,34.667,29.388,38.157,0.116,0.1,1.48,111.0,4.304,641.0,24.856,,,,,274603.0,29463447.0,1142.516,10.648,214790.0,8.329,0.0035,283.4,tests performed,17123030.0,10882390.0,6240640.0,,139281.0,258267.0,66.4,42.2,24.2,,10015.0,139560.0,0.541,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,-12795.0,-4.58,-7.47,-496.156830074759
AUS,Oceania,Australia,2021-08-23,45754.0,834.0,808.143,984.0,0.0,2.429,1774.221,32.34,31.338,38.157,0.0,0.094,1.46,119.0,4.615,668.0,25.903,,,,,389580.0,29853027.0,1157.623,15.107,239351.0,9.281,0.0034,296.2,tests performed,17412205.0,11043784.0,6368421.0,,289175.0,259746.0,67.52,42.82,24.7,,10072.0,141719.0,0.55,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-24,46725.0,971.0,850.143,986.0,2.0,2.286,1811.874,37.653,32.966,38.235,0.078,0.089,1.44,125.0,4.847,709.0,27.493,,,,,212116.0,30065143.0,1165.848,8.225,239226.0,9.277,0.0036,281.4,tests performed,17718300.0,11210096.0,6508204.0,,306095.0,264431.0,68.71,43.47,25.24,,10254.0,144893.0,0.562,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-25,47840.0,1115.0,902.714,989.0,3.0,2.429,1855.111,43.237,35.005,38.351,0.116,0.094,1.42,132.0,5.119,767.0,29.742,,,,,238375.0,30303518.0,1175.092,9.244,247543.0,9.599,0.0036,274.2,tests performed,18052293.0,11391093.0,6661200.0,,333993.0,268095.0,70.0,44.17,25.83,,10396.0,147328.0,0.571,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-26,48816.0,976.0,941.143,991.0,2.0,2.143,1892.958,37.847,36.495,38.428,0.078,0.083,1.41,134.0,5.196,842.0,32.651,,,,,238317.0,30541835.0,1184.333,9.241,252134.0,9.777,0.0037,267.9,tests performed,18358731.0,11550262.0,6808469.0,,306438.0,268631.0,71.19,44.79,26.4,,10417.0,147239.0,0.571,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-27,49935.0,1119.0,973.714,993.0,2.0,2.143,1936.349,43.392,37.758,38.506,0.078,0.083,1.4,141.0,5.468,854.0,33.116,,,,,201823.0,30743658.0,1192.159,7.826,250585.0,9.717,0.0039,257.3,tests performed,18674306.0,11724184.0,6950122.0,,315575.0,269450.0,72.41,45.46,26.95,,10449.0,148492.0,0.576,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-28,51256.0,1321.0,1032.857,999.0,6.0,2.571,1987.574,51.225,40.052,38.739,0.233,0.1,1.41,140.0,5.429,893.0,34.628,,,,,208152.0,30951810.0,1200.231,8.072,251852.0,9.766,0.0041,243.8,tests performed,18894458.0,11850205.0,7044253.0,,220152.0,272958.0,73.27,45.95,27.32,,10585.0,151003.0,0.586,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-29,52611.0,1355.0,1098.714,1003.0,4.0,2.714,2040.118,52.543,42.605,38.894,0.155,0.105,1.4,155.0,6.01,926.0,35.908,,,,,172862.0,31124672.0,1206.934,6.703,237318.0,9.203,0.0046,216.0,tests performed,19052562.0,11956986.0,7095576.0,,158104.0,275647.0,73.88,46.37,27.51,,10689.0,153514.0,0.595,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,-13163.4,-4.65,-9.89,-510.442424150534
AUS,Oceania,Australia,2021-08-30,53868.0,1257.0,1159.143,1006.0,3.0,3.143,2088.861,48.743,44.949,39.01,0.116,0.122,1.38,162.0,6.282,953.0,36.955,,,,,219520.0,31344192.0,1215.446,8.512,213024.0,8.261,0.0054,183.8,tests performed,19329147.0,12106618.0,7222529.0,,276585.0,273849.0,74.95,46.95,28.01,,10619.0,151833.0,0.589,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-08-31,55093.0,1225.0,1195.429,1012.0,6.0,3.714,2136.363,47.502,46.356,39.243,0.233,0.144,1.35,175.0,6.786,1008.0,39.088,,,,,210646.0,31554838.0,1223.615,8.168,212814.0,8.252,0.0056,178.0,tests performed,19663122.0,12293802.0,7369320.0,,333975.0,277832.0,76.25,47.67,28.58,,10774.0,154815.0,0.6,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-09-01,56560.0,1467.0,1245.714,1019.0,7.0,4.286,2193.25,56.886,48.306,39.514,0.271,0.166,1.34,184.0,7.135,1048.0,40.639,,,,,266169.0,31821007.0,1233.936,10.321,216784.0,8.406,0.0057,174.0,tests performed,19992967.0,12480413.0,7512554.0,,329845.0,277239.0,77.53,48.4,29.13,,10751.0,155617.0,0.603,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-09-02,58208.0,1648.0,1341.714,1032.0,13.0,5.857,2257.155,63.905,52.028,40.018,0.504,0.227,1.34,179.0,6.941,1071.0,41.531,,,,,203243.0,32024250.0,1241.817,7.881,211774.0,8.212,0.0063,157.8,tests performed,20293640.0,12640002.0,7653638.0,,300673.0,276416.0,78.69,49.01,29.68,,10719.0,155677.0,0.604,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-09-03,59949.0,1741.0,1430.571,1036.0,4.0,6.143,2324.666,67.511,55.474,40.173,0.155,0.238,1.32,198.0,7.678,1145.0,44.4,,,,,235695.0,32259945.0,1250.957,9.14,216612.0,8.4,0.0066,151.4,tests performed,20605153.0,12811797.0,7793356.0,,311513.0,275835.0,79.9,49.68,30.22,,10696.0,155373.0,0.602,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-09-04,61619.0,1670.0,1480.429,1039.0,3.0,5.714,2389.425,64.758,57.407,40.29,0.116,0.222,1.3,200.0,7.755,1137.0,44.09,,,,,201948.0,32461893.0,1258.788,7.831,215726.0,8.365,0.0069,145.7,tests performed,20818248.0,12938761.0,7879487.0,,213095.0,274827.0,80.73,50.17,30.55,,10657.0,155508.0,0.603,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-09-05,63155.0,1536.0,1506.286,1044.0,5.0,5.857,2448.987,59.562,58.41,40.484,0.194,0.227,1.27,204.0,7.911,1191.0,46.184,,,,,182653.0,32644546.0,1265.871,7.083,217125.0,8.42,0.0069,144.1,tests performed,20948514.0,13023788.0,7924726.0,,130266.0,270850.0,81.23,50.5,30.73,,10503.0,152400.0,0.591,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,-13488.3,-4.7,-8.69,-523.041201336254
AUS,Oceania,Australia,2021-09-06,64621.0,1466.0,1536.143,1052.0,8.0,6.571,2505.834,56.848,59.568,40.794,0.31,0.255,1.24,223.0,8.647,1287.0,49.907,,,,,206705.0,32851251.0,1273.886,8.015,215294.0,8.349,0.0071,140.2,tests performed,21206791.0,13160225.0,8046566.0,,258277.0,268235.0,82.23,51.03,31.2,,10401.0,150515.0,0.584,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-09-07,66317.0,1696.0,1603.429,1060.0,8.0,6.857,2571.601,65.766,62.177,41.104,0.31,0.266,1.23,229.0,8.88,1280.0,49.635,,,,,172589.0,33023840.0,1280.579,6.693,209857.0,8.138,0.0076,130.9,tests performed,21500652.0,13313703.0,8186949.0,,293861.0,262504.0,83.37,51.63,31.75,,10179.0,145700.0,0.565,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-09-08,68042.0,1725.0,1640.286,1066.0,6.0,6.714,2638.492,66.891,63.606,41.337,0.233,0.26,1.2,236.0,9.151,1348.0,52.272,,,,,203949.0,33227789.0,1288.487,7.909,200969.0,7.793,0.0082,122.5,tests performed,21811393.0,13480795.0,8330598.0,,310741.0,259775.0,84.58,52.28,32.3,,10073.0,142912.0,0.554,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021-09-09,69912.0,1870.0,1672.0,1076.0,10.0,6.286,2711.006,72.514,64.836,41.724,0.388,0.244,1.19,244.0,9.462,1318.0,51.109,,,,,240435.0,33468224.0,1297.811,9.323,206282.0,7.999,0.0081,123.4,tests performed,22129655.0,13646933.0,8482722.0,,318262.0,262288.0,85.81,52.92,32.89,,10171.0,143847.0,0.558,71.76,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
